Vds,Vgs,Id
1.69,0.0,1.6973347516687554e-12
1.7,0.0,1.7073347516687554e-12
1.71,0.0,1.7173347516687553e-12
1.72,0.0,1.7273347516687555e-12
1.73,0.0,1.7373347516687554e-12
1.74,0.0,1.7473347516687554e-12
1.75,0.0,1.7573347516687554e-12
1.76,0.0,1.7673347516687555e-12
1.77,0.0,1.7773347516687555e-12
1.78,0.0,1.7873347516687554e-12
1.79,0.0,1.7973347516687554e-12
1.8,0.0,1.8073347516687556e-12
1.81,0.0,1.8173347516687555e-12
1.82,0.0,1.8273347516687557e-12
1.83,0.0,1.8373347516687554e-12
1.84,0.0,1.8473347516687556e-12
1.85,0.0,1.8573347516687553e-12
1.86,0.0,1.8673347516687555e-12
1.87,0.0,1.8773347516687557e-12
1.8800000000000001,0.0,1.8873347516687554e-12
1.8900000000000001,0.0,1.8973347516687556e-12
1.9000000000000001,0.0,1.9073347516687557e-12
1.9100000000000001,0.0,1.9173347516687555e-12
1.92,0.0,1.9273347516687556e-12
1.93,0.0,1.9373347516687554e-12
1.94,0.0,1.9473347516687556e-12
1.95,0.0,1.9573347516687557e-12
1.96,0.0,1.9673347516687555e-12
1.97,0.0,1.9773347516687556e-12
1.98,0.0,1.9873347516687558e-12
1.99,0.0,1.9973347516687555e-12
2.0,0.0,2.0073347516687553e-12
2.0100000000000002,0.0,2.017334751668755e-12
2.02,0.0,2.027334751668755e-12
2.0300000000000002,0.0,2.037334751668755e-12
2.04,0.0,2.0473347516687547e-12
2.05,0.0,2.0573347516687545e-12
2.06,0.0,2.0673347516687542e-12
2.07,0.0,2.077334751668754e-12
2.08,0.0,2.0873347516687538e-12
2.09,0.0,2.0973347516687535e-12
2.1,0.0,2.1073347516687533e-12
2.11,0.0,2.117334751668753e-12
2.12,0.0,2.1273347516687528e-12
2.13,0.0,2.1373347516687525e-12
2.14,0.0,2.1473347516687523e-12
2.15,0.0,2.157334751668752e-12
2.16,0.0,2.167334751668752e-12
2.17,0.0,2.177334751668752e-12
2.18,0.0,2.1873347516687517e-12
2.19,0.0,2.1973347516687515e-12
2.2,0.0,2.2073347516687512e-12
2.21,0.0,2.217334751668751e-12
2.22,0.0,2.2273347516687507e-12
2.23,0.0,2.2373347516687505e-12
2.24,0.0,2.2473347516687502e-12
2.25,0.0,2.25733475166875e-12
2.2600000000000002,0.0,2.2673347516687498e-12
2.27,0.0,2.2773347516687495e-12
2.2800000000000002,0.0,2.2873347516687493e-12
2.29,0.0,2.2973347516687494e-12
2.3000000000000003,0.0,2.307334751668749e-12
2.31,0.0,2.317334751668749e-12
2.32,0.0,2.3273347516687487e-12
2.33,0.0,2.3373347516687484e-12
2.34,0.0,2.347334751668748e-12
2.35,0.0,2.357334751668748e-12
2.36,0.0,2.3673347516687477e-12
2.37,0.0,2.3773347516687475e-12
2.38,0.0,2.3873347516687472e-12
2.39,0.0,2.397334751668747e-12
2.4,0.0,2.4073347516687467e-12
2.41,0.0,2.4173347516687465e-12
2.42,0.0,2.4273347516687466e-12
2.43,0.0,2.4373347516687464e-12
2.44,0.0,2.447334751668746e-12
2.45,0.0,2.457334751668746e-12
2.46,0.0,2.4673347516687457e-12
2.47,0.0,2.4773347516687454e-12
2.48,0.0,2.487334751668745e-12
2.49,0.0,2.497334751668745e-12
2.5,0.0,2.5073347516687447e-12
2.5100000000000002,0.0,2.5173347516687444e-12
2.52,0.0,2.5273347516687442e-12
2.5300000000000002,0.0,2.537334751668744e-12
2.54,0.0,2.5473347516687437e-12
2.5500000000000003,0.0,2.557334751668744e-12
2.56,0.0,2.5673347516687436e-12
2.57,0.0,2.5773347516687434e-12
2.58,0.0,2.587334751668743e-12
2.59,0.0,2.597334751668743e-12
2.6,0.0,2.6073347516687427e-12
2.61,0.0,2.6173347516687424e-12
2.62,0.0,2.627334751668742e-12
2.63,0.0,2.637334751668742e-12
2.64,0.0,2.6473347516687417e-12
2.65,0.0,2.6573347516687414e-12
2.66,0.0,2.667334751668741e-12
2.67,0.0,2.677334751668741e-12
2.68,0.0,2.687334751668741e-12
2.69,0.0,2.697334751668741e-12
2.7,0.0,2.7073347516687406e-12
2.71,0.0,2.7173347516687404e-12
2.72,0.0,2.72733475166874e-12
2.73,0.0,2.73733475166874e-12
2.74,0.0,2.7473347516687396e-12
2.75,0.0,2.7573347516687394e-12
2.7600000000000002,0.0,2.767334751668739e-12
2.77,0.0,2.777334751668739e-12
2.7800000000000002,0.0,2.7873347516687387e-12
2.79,0.0,2.7973347516687384e-12
2.8000000000000003,0.0,2.807334751668738e-12
2.81,0.0,2.8173347516687383e-12
2.82,0.0,2.827334751668738e-12
2.83,0.0,2.837334751668738e-12
2.84,0.0,2.8473347516687376e-12
2.85,0.0,2.8573347516687373e-12
2.86,0.0,2.867334751668737e-12
2.87,0.0,2.877334751668737e-12
2.88,0.0,2.8873347516687366e-12
2.89,0.0,2.8973347516687364e-12
2.9,0.0,2.907334751668736e-12
2.91,0.0,2.917334751668736e-12
2.92,0.0,2.9273347516687356e-12
2.93,0.0,2.9373347516687354e-12
2.94,0.0,2.9473347516687355e-12
2.95,0.0,2.9573347516687353e-12
2.96,0.0,2.967334751668735e-12
2.97,0.0,2.977334751668735e-12
2.98,0.0,2.9873347516687346e-12
2.99,0.0,2.9973347516687343e-12
3.0,0.0,3.007334751668734e-12
3.0100000000000002,0.0,3.017334751668734e-12
3.02,0.0,3.0273347516687336e-12
3.0300000000000002,0.0,3.0373347516687333e-12
3.04,0.0,3.047334751668733e-12
3.0500000000000003,0.0,3.057334751668733e-12
3.06,0.0,3.0673347516687326e-12
3.0700000000000003,0.0,3.0773347516687328e-12
3.08,0.0,3.0873347516687325e-12
3.09,0.0,3.0973347516687323e-12
3.1,0.0,3.107334751668732e-12
3.11,0.0,3.1173347516687318e-12
3.12,0.0,3.1273347516687315e-12
3.13,0.0,3.1373347516687313e-12
3.14,0.0,3.147334751668731e-12
3.15,0.0,3.157334751668731e-12
3.16,0.0,3.1673347516687306e-12
3.17,0.0,3.1773347516687303e-12
3.18,0.0,3.18733475166873e-12
3.19,0.0,3.19733475166873e-12
3.2,0.0,3.20733475166873e-12
3.21,0.0,3.2173347516687298e-12
3.22,0.0,3.2273347516687295e-12
3.23,0.0,3.2373347516687293e-12
3.24,0.0,3.247334751668729e-12
3.25,0.0,3.2573347516687288e-12
3.2600000000000002,0.0,3.2673347516687285e-12
3.27,0.0,3.2773347516687283e-12
3.2800000000000002,0.0,3.287334751668728e-12
3.29,0.0,3.2973347516687278e-12
3.3000000000000003,0.0,3.3073347516687276e-12
3.31,0.0,3.3173347516687273e-12
3.3200000000000003,0.0,3.327334751668727e-12
3.33,0.0,3.3373347516687272e-12
3.34,0.0,3.347334751668727e-12
3.35,0.0,3.3573347516687267e-12
3.36,0.0,3.3673347516687265e-12
3.37,0.0,3.3773347516687262e-12
3.38,0.0,3.387334751668726e-12
3.39,0.0,3.3973347516687258e-12
3.4,0.0,3.4073347516687255e-12
3.41,0.0,3.4173347516687253e-12
3.42,0.0,3.427334751668725e-12
3.43,0.0,3.4373347516687248e-12
3.44,0.0,3.4473347516687245e-12
3.45,0.0,3.4573347516687243e-12
3.46,0.0,3.4673347516687244e-12
3.47,0.0,3.477334751668724e-12
3.48,0.0,3.487334751668724e-12
3.49,0.0,3.4973347516687237e-12
3.5,0.0,3.5073347516687235e-12
3.5100000000000002,0.0,3.5173347516687232e-12
3.52,0.0,3.527334751668723e-12
3.5300000000000002,0.0,3.5373347516687227e-12
3.54,0.0,3.5473347516687225e-12
3.5500000000000003,0.0,3.5573347516687222e-12
3.56,0.0,3.567334751668722e-12
3.5700000000000003,0.0,3.5773347516687218e-12
3.58,0.0,3.587334751668722e-12
3.59,0.0,3.5973347516687217e-12
3.6,0.0,3.6073347516687214e-12
3.61,0.0,3.617334751668721e-12
3.62,0.0,3.627334751668721e-12
3.63,0.0,3.6373347516687207e-12
3.64,0.0,3.64733475166872e-12
3.65,0.0,3.65733475166872e-12
3.66,0.0,3.66733475166872e-12
3.67,0.0,3.67733475166872e-12
3.68,0.0,3.68733475166872e-12
3.69,0.0,3.697334751668719e-12
3.7,0.0,3.707334751668719e-12
3.71,0.0,3.717334751668719e-12
3.72,0.0,3.727334751668719e-12
3.73,0.0,3.737334751668718e-12
3.74,0.0,3.7473347516687184e-12
3.75,0.0,3.757334751668718e-12
3.7600000000000002,0.0,3.767334751668718e-12
3.77,0.0,3.777334751668717e-12
3.7800000000000002,0.0,3.7873347516687174e-12
3.79,0.0,3.7973347516687176e-12
3.8000000000000003,0.0,3.807334751668717e-12
3.81,0.0,3.817334751668717e-12
3.8200000000000003,0.0,3.8273347516687164e-12
3.83,0.0,3.837334751668717e-12
3.84,0.0,3.847334751668716e-12
3.85,0.0,3.857334751668716e-12
3.86,0.0,3.8673347516687155e-12
3.87,0.0,3.877334751668716e-12
3.88,0.0,3.887334751668715e-12
3.89,0.0,3.897334751668715e-12
3.9,0.0,3.9073347516687145e-12
3.91,0.0,3.917334751668715e-12
3.92,0.0,3.927334751668715e-12
3.93,0.0,3.937334751668714e-12
3.94,0.0,3.947334751668714e-12
3.95,0.0,3.957334751668714e-12
3.96,0.0,3.967334751668714e-12
3.97,0.0,3.977334751668713e-12
3.98,0.0,3.987334751668713e-12
3.99,0.0,3.997334751668713e-12
4.0,0.0,4.007334751668713e-12
4.01,0.0,4.017334751668713e-12
4.0200000000000005,0.0,4.027334751668712e-12
4.03,0.0,4.0373347516687125e-12
4.04,0.0,4.047334751668713e-12
4.05,0.0,4.057334751668712e-12
4.0600000000000005,0.0,4.067334751668712e-12
4.07,0.0,4.0773347516687115e-12
4.08,0.0,4.087334751668712e-12
4.09,0.0,4.097334751668711e-12
4.1,0.0,4.107334751668711e-12
4.11,0.0,4.1173347516687106e-12
4.12,0.0,4.127334751668711e-12
4.13,0.0,4.13733475166871e-12
4.14,0.0,4.14733475166871e-12
4.15,0.0,4.15733475166871e-12
4.16,0.0,4.16733475166871e-12
4.17,0.0,4.17733475166871e-12
4.18,0.0,4.187334751668709e-12
4.19,0.0,4.1973347516687094e-12
4.2,0.0,4.207334751668709e-12
4.21,0.0,4.217334751668709e-12
4.22,0.0,4.227334751668708e-12
4.23,0.0,4.2373347516687084e-12
4.24,0.0,4.247334751668708e-12
4.25,0.0,4.257334751668708e-12
4.26,0.0,4.267334751668707e-12
4.2700000000000005,0.0,4.2773347516687075e-12
4.28,0.0,4.287334751668708e-12
4.29,0.0,4.297334751668707e-12
4.3,0.0,4.307334751668707e-12
4.3100000000000005,0.0,4.3173347516687065e-12
4.32,0.0,4.327334751668707e-12
4.33,0.0,4.337334751668706e-12
4.34,0.0,4.347334751668706e-12
4.3500000000000005,0.0,4.3573347516687055e-12
4.36,0.0,4.367334751668706e-12
4.37,0.0,4.377334751668705e-12
4.38,0.0,4.387334751668705e-12
4.39,0.0,4.3973347516687045e-12
4.4,0.0,4.407334751668705e-12
4.41,0.0,4.417334751668705e-12
4.42,0.0,4.427334751668704e-12
4.43,0.0,4.437334751668704e-12
4.44,0.0,4.447334751668704e-12
4.45,0.0,4.457334751668704e-12
4.46,0.0,4.467334751668703e-12
4.47,0.0,4.477334751668703e-12
4.48,0.0,4.487334751668703e-12
4.49,0.0,4.497334751668703e-12
4.5,0.0,4.507334751668702e-12
4.51,0.0,4.517334751668702e-12
4.5200000000000005,0.0,4.527334751668702e-12
4.53,0.0,4.537334751668702e-12
4.54,0.0,4.547334751668702e-12
4.55,0.0,4.5573347516687014e-12
4.5600000000000005,0.0,4.5673347516687016e-12
4.57,0.0,4.577334751668701e-12
4.58,0.0,4.587334751668701e-12
4.59,0.0,4.5973347516687004e-12
4.6000000000000005,0.0,4.607334751668701e-12
4.61,0.0,4.6173347516687e-12
4.62,0.0,4.6273347516687e-12
4.63,0.0,4.6373347516686995e-12
4.64,0.0,4.6473347516687e-12
4.65,0.0,4.657334751668699e-12
4.66,0.0,4.667334751668699e-12
4.67,0.0,4.677334751668699e-12
4.68,0.0,4.687334751668699e-12
4.69,0.0,4.697334751668699e-12
4.7,0.0,4.707334751668698e-12
4.71,0.0,4.717334751668698e-12
4.72,0.0,4.727334751668698e-12
4.73,0.0,4.737334751668698e-12
4.74,0.0,4.747334751668697e-12
4.75,0.0,4.757334751668697e-12
4.76,0.0,4.767334751668697e-12
4.7700000000000005,0.0,4.777334751668697e-12
4.78,0.0,4.787334751668696e-12
4.79,0.0,4.797334751668696e-12
4.8,0.0,4.8073347516686965e-12
4.8100000000000005,0.0,4.817334751668696e-12
4.82,0.0,4.827334751668696e-12
4.83,0.0,4.837334751668695e-12
4.84,0.0,4.8473347516686955e-12
4.8500000000000005,0.0,4.857334751668695e-12
4.86,0.0,4.867334751668695e-12
4.87,0.0,4.8773347516686944e-12
4.88,0.0,4.8873347516686946e-12
4.89,0.0,4.897334751668694e-12
4.9,0.0,4.907334751668694e-12
4.91,0.0,4.9173347516686934e-12
4.92,0.0,4.9273347516686936e-12
4.93,0.0,4.937334751668694e-12
4.94,0.0,4.947334751668693e-12
4.95,0.0,4.957334751668693e-12
4.96,0.0,4.967334751668693e-12
4.97,0.0,4.977334751668693e-12
4.98,0.0,4.987334751668692e-12
4.99,0.0,4.997334751668692e-12
5.0,0.0,5.007334751668692e-12
0.0,0.5,-0.0
0.01,0.5,1.2854814272937135e-14
0.02,0.5,2.3967191821287637e-14
0.03,0.5,3.5052937478267643e-14
0.04,0.5,4.578862443249355e-14
0.05,0.5,5.628711622119075e-14
0.06,0.5,6.662488769038855e-14
0.07,0.5,7.685375718832394e-14
0.08,0.5,8.733475166875416e-14
0.09,0.5,9.733475166875415e-14
0.1,0.5,1.0733475166875415e-13
0.11,0.5,1.1733475166875414e-13
0.12,0.5,1.2733475166875413e-13
0.13,0.5,1.3733475166875413e-13
0.14,0.5,1.4733475166875414e-13
0.15,0.5,1.5733475166875415e-13
0.16,0.5,1.6733475166875416e-13
0.17,0.5,1.7733475166875417e-13
0.18,0.5,1.8733475166875417e-13
0.19,0.5,1.9733475166875418e-13
0.2,0.5,2.073347516687542e-13
0.21,0.5,2.173347516687542e-13
0.22,0.5,2.273347516687542e-13
0.23,0.5,2.373347516687542e-13
0.24,0.5,2.473347516687542e-13
0.25,0.5,2.573347516687542e-13
0.26,0.5,2.673347516687542e-13
0.27,0.5,2.773347516687542e-13
0.28,0.5,2.873347516687542e-13
0.29,0.5,2.973347516687542e-13
0.3,0.5,3.073347516687542e-13
0.31,0.5,3.1733475166875423e-13
0.32,0.5,3.2733475166875423e-13
0.33,0.5,3.3733475166875424e-13
0.34,0.5,3.4733475166875425e-13
0.35000000000000003,0.5,3.5733475166875426e-13
0.36,0.5,3.6733475166875427e-13
0.37,0.5,3.7733475166875427e-13
0.38,0.5,3.873347516687543e-13
0.39,0.5,3.973347516687543e-13
0.4,0.5,4.073347516687543e-13
0.41000000000000003,0.5,4.173347516687543e-13
0.42,0.5,4.273347516687543e-13
0.43,0.5,4.373347516687543e-13
0.44,0.5,4.4733475166875433e-13
0.45,0.5,4.573347516687543e-13
0.46,0.5,4.673347516687544e-13
0.47000000000000003,0.5,4.773347516687544e-13
0.48,0.5,4.873347516687544e-13
0.49,0.5,4.973347516687544e-13
0.5,0.5,5.073347516687543e-13
0.51,0.5,5.173347516687544e-13
0.52,0.5,5.273347516687543e-13
0.53,0.5,5.373347516687544e-13
0.54,0.5,5.473347516687544e-13
0.55,0.5,5.573347516687544e-13
0.56,0.5,5.673347516687544e-13
0.5700000000000001,0.5,5.773347516687544e-13
0.58,0.5,5.873347516687544e-13
0.59,0.5,5.973347516687544e-13
0.6,0.5,6.073347516687544e-13
0.61,0.5,6.173347516687545e-13
0.62,0.5,6.273347516687544e-13
0.63,0.5,6.373347516687545e-13
0.64,0.5,6.473347516687544e-13
0.65,0.5,6.573347516687545e-13
0.66,0.5,6.673347516687545e-13
0.67,0.5,6.773347516687545e-13
0.68,0.5,6.873347516687545e-13
0.6900000000000001,0.5,6.973347516687545e-13
0.7000000000000001,0.5,7.073347516687545e-13
0.71,0.5,7.173347516687545e-13
0.72,0.5,7.273347516687545e-13
0.73,0.5,7.373347516687546e-13
0.74,0.5,7.473347516687545e-13
0.75,0.5,7.573347516687546e-13
0.76,0.5,7.673347516687545e-13
0.77,0.5,7.773347516687546e-13
0.78,0.5,7.873347516687545e-13
0.79,0.5,7.973347516687546e-13
0.8,0.5,8.073347516687546e-13
0.81,0.5,8.173347516687546e-13
0.8200000000000001,0.5,8.273347516687546e-13
0.8300000000000001,0.5,8.373347516687546e-13
0.84,0.5,8.473347516687546e-13
0.85,0.5,8.573347516687547e-13
0.86,0.5,8.673347516687546e-13
0.87,0.5,8.773347516687547e-13
0.88,0.5,8.873347516687547e-13
0.89,0.5,8.973347516687547e-13
0.9,0.5,9.073347516687547e-13
0.91,0.5,9.173347516687547e-13
0.92,0.5,9.273347516687547e-13
0.93,0.5,9.373347516687548e-13
0.9400000000000001,0.5,9.473347516687548e-13
0.9500000000000001,0.5,9.573347516687547e-13
0.96,0.5,9.673347516687547e-13
0.97,0.5,9.773347516687548e-13
0.98,0.5,9.873347516687548e-13
0.99,0.5,9.973347516687548e-13
1.0,0.5,1.0073347516687547e-12
1.01,0.5,1.0173347516687549e-12
1.02,0.5,1.0273347516687548e-12
1.03,0.5,1.0373347516687548e-12
1.04,0.5,1.0473347516687548e-12
1.05,0.5,1.057334751668755e-12
1.06,0.5,1.0673347516687549e-12
1.07,0.5,1.0773347516687548e-12
1.08,0.5,1.0873347516687548e-12
1.09,0.5,1.097334751668755e-12
1.1,0.5,1.1073347516687549e-12
1.11,0.5,1.1173347516687549e-12
1.12,0.5,1.1273347516687548e-12
1.1300000000000001,0.5,1.137334751668755e-12
1.1400000000000001,0.5,1.147334751668755e-12
1.1500000000000001,0.5,1.1573347516687549e-12
1.16,0.5,1.1673347516687548e-12
1.17,0.5,1.177334751668755e-12
1.18,0.5,1.187334751668755e-12
1.19,0.5,1.197334751668755e-12
1.2,0.5,1.2073347516687549e-12
1.21,0.5,1.217334751668755e-12
1.22,0.5,1.227334751668755e-12
1.23,0.5,1.237334751668755e-12
1.24,0.5,1.247334751668755e-12
1.25,0.5,1.257334751668755e-12
1.26,0.5,1.267334751668755e-12
1.27,0.5,1.277334751668755e-12
1.28,0.5,1.287334751668755e-12
1.29,0.5,1.297334751668755e-12
1.3,0.5,1.307334751668755e-12
1.31,0.5,1.317334751668755e-12
1.32,0.5,1.327334751668755e-12
1.33,0.5,1.3373347516687551e-12
1.34,0.5,1.347334751668755e-12
1.35,0.5,1.357334751668755e-12
1.36,0.5,1.367334751668755e-12
1.37,0.5,1.3773347516687552e-12
1.3800000000000001,0.5,1.3873347516687551e-12
1.3900000000000001,0.5,1.397334751668755e-12
1.4000000000000001,0.5,1.407334751668755e-12
1.41,0.5,1.4173347516687552e-12
1.42,0.5,1.4273347516687552e-12
1.43,0.5,1.4373347516687551e-12
1.44,0.5,1.447334751668755e-12
1.45,0.5,1.4573347516687552e-12
1.46,0.5,1.4673347516687552e-12
1.47,0.5,1.4773347516687551e-12
1.48,0.5,1.487334751668755e-12
1.49,0.5,1.4973347516687553e-12
1.5,0.5,1.5073347516687552e-12
1.51,0.5,1.5173347516687552e-12
1.52,0.5,1.5273347516687553e-12
1.53,0.5,1.5373347516687553e-12
1.54,0.5,1.5473347516687552e-12
1.55,0.5,1.5573347516687552e-12
1.56,0.5,1.5673347516687554e-12
1.57,0.5,1.5773347516687553e-12
1.58,0.5,1.5873347516687553e-12
1.59,0.5,1.5973347516687552e-12
1.6,0.5,1.6073347516687554e-12
1.61,0.5,1.6173347516687554e-12
1.62,0.5,1.6273347516687553e-12
1.6300000000000001,0.5,1.6373347516687553e-12
1.6400000000000001,0.5,1.6473347516687554e-12
1.6500000000000001,0.5,1.6573347516687554e-12
1.6600000000000001,0.5,1.6673347516687553e-12
1.67,0.5,1.6773347516687553e-12
1.68,0.5,1.6873347516687555e-12
1.69,0.5,1.6973347516687554e-12
1.7,0.5,1.7073347516687554e-12
1.71,0.5,1.7173347516687553e-12
1.72,0.5,1.7273347516687555e-12
1.73,0.5,1.7373347516687554e-12
1.74,0.5,1.7473347516687554e-12
1.75,0.5,1.7573347516687554e-12
1.76,0.5,1.7673347516687555e-12
1.77,0.5,1.7773347516687555e-12
1.78,0.5,1.7873347516687554e-12
1.79,0.5,1.7973347516687554e-12
1.8,0.5,1.8073347516687556e-12
1.81,0.5,1.8173347516687555e-12
1.82,0.5,1.8273347516687557e-12
1.83,0.5,1.8373347516687554e-12
1.84,0.5,1.8473347516687556e-12
1.85,0.5,1.8573347516687553e-12
1.86,0.5,1.8673347516687555e-12
1.87,0.5,1.8773347516687557e-12
1.8800000000000001,0.5,1.8873347516687554e-12
1.8900000000000001,0.5,1.8973347516687556e-12
1.9000000000000001,0.5,1.9073347516687557e-12
1.9100000000000001,0.5,1.9173347516687555e-12
1.92,0.5,1.9273347516687556e-12
1.93,0.5,1.9373347516687554e-12
1.94,0.5,1.9473347516687556e-12
1.95,0.5,1.9573347516687557e-12
1.96,0.5,1.9673347516687555e-12
1.97,0.5,1.9773347516687556e-12
1.98,0.5,1.9873347516687558e-12
1.99,0.5,1.9973347516687555e-12
2.0,0.5,2.0073347516687553e-12
2.0100000000000002,0.5,2.017334751668755e-12
2.02,0.5,2.027334751668755e-12
2.0300000000000002,0.5,2.037334751668755e-12
2.04,0.5,2.0473347516687547e-12
2.05,0.5,2.0573347516687545e-12
2.06,0.5,2.0673347516687542e-12
2.07,0.5,2.077334751668754e-12
2.08,0.5,2.0873347516687538e-12
2.09,0.5,2.0973347516687535e-12
2.1,0.5,2.1073347516687533e-12
2.11,0.5,2.117334751668753e-12
2.12,0.5,2.1273347516687528e-12
2.13,0.5,2.1373347516687525e-12
2.14,0.5,2.1473347516687523e-12
2.15,0.5,2.157334751668752e-12
2.16,0.5,2.167334751668752e-12
2.17,0.5,2.177334751668752e-12
2.18,0.5,2.1873347516687517e-12
2.19,0.5,2.1973347516687515e-12
2.2,0.5,2.2073347516687512e-12
2.21,0.5,2.217334751668751e-12
2.22,0.5,2.2273347516687507e-12
2.23,0.5,2.2373347516687505e-12
2.24,0.5,2.2473347516687502e-12
2.25,0.5,2.25733475166875e-12
2.2600000000000002,0.5,2.2673347516687498e-12
2.27,0.5,2.2773347516687495e-12
2.2800000000000002,0.5,2.2873347516687493e-12
2.29,0.5,2.2973347516687494e-12
2.3000000000000003,0.5,2.307334751668749e-12
2.31,0.5,2.317334751668749e-12
2.32,0.5,2.3273347516687487e-12
2.33,0.5,2.3373347516687484e-12
2.34,0.5,2.347334751668748e-12
2.35,0.5,2.357334751668748e-12
2.36,0.5,2.3673347516687477e-12
2.37,0.5,2.3773347516687475e-12
2.38,0.5,2.3873347516687472e-12
2.39,0.5,2.397334751668747e-12
2.4,0.5,2.4073347516687467e-12
2.41,0.5,2.4173347516687465e-12
2.42,0.5,2.4273347516687466e-12
2.43,0.5,2.4373347516687464e-12
2.44,0.5,2.447334751668746e-12
2.45,0.5,2.457334751668746e-12
2.46,0.5,2.4673347516687457e-12
2.47,0.5,2.4773347516687454e-12
2.48,0.5,2.487334751668745e-12
2.49,0.5,2.497334751668745e-12
2.5,0.5,2.5073347516687447e-12
2.5100000000000002,0.5,2.5173347516687444e-12
2.52,0.5,2.5273347516687442e-12
2.5300000000000002,0.5,2.537334751668744e-12
2.54,0.5,2.5473347516687437e-12
2.5500000000000003,0.5,2.557334751668744e-12
2.56,0.5,2.5673347516687436e-12
2.57,0.5,2.5773347516687434e-12
2.58,0.5,2.587334751668743e-12
2.59,0.5,2.597334751668743e-12
2.6,0.5,2.6073347516687427e-12
2.61,0.5,2.6173347516687424e-12
2.62,0.5,2.627334751668742e-12
2.63,0.5,2.637334751668742e-12
2.64,0.5,2.6473347516687417e-12
2.65,0.5,2.6573347516687414e-12
2.66,0.5,2.667334751668741e-12
2.67,0.5,2.677334751668741e-12
2.68,0.5,2.687334751668741e-12
2.69,0.5,2.697334751668741e-12
2.7,0.5,2.7073347516687406e-12
2.71,0.5,2.7173347516687404e-12
2.72,0.5,2.72733475166874e-12
2.73,0.5,2.73733475166874e-12
2.74,0.5,2.7473347516687396e-12
2.75,0.5,2.7573347516687394e-12
2.7600000000000002,0.5,2.767334751668739e-12
2.77,0.5,2.777334751668739e-12
2.7800000000000002,0.5,2.7873347516687387e-12
2.79,0.5,2.7973347516687384e-12
2.8000000000000003,0.5,2.807334751668738e-12
2.81,0.5,2.8173347516687383e-12
2.82,0.5,2.827334751668738e-12
2.83,0.5,2.837334751668738e-12
2.84,0.5,2.8473347516687376e-12
2.85,0.5,2.8573347516687373e-12
2.86,0.5,2.867334751668737e-12
2.87,0.5,2.877334751668737e-12
2.88,0.5,2.8873347516687366e-12
2.89,0.5,2.8973347516687364e-12
2.9,0.5,2.907334751668736e-12
2.91,0.5,2.917334751668736e-12
2.92,0.5,2.9273347516687356e-12
2.93,0.5,2.9373347516687354e-12
2.94,0.5,2.9473347516687355e-12
2.95,0.5,2.9573347516687353e-12
2.96,0.5,2.967334751668735e-12
2.97,0.5,2.977334751668735e-12
2.98,0.5,2.9873347516687346e-12
2.99,0.5,2.9973347516687343e-12
3.0,0.5,3.007334751668734e-12
3.0100000000000002,0.5,3.017334751668734e-12
3.02,0.5,3.0273347516687336e-12
3.0300000000000002,0.5,3.0373347516687333e-12
3.04,0.5,3.047334751668733e-12
3.0500000000000003,0.5,3.057334751668733e-12
3.06,0.5,3.0673347516687326e-12
3.0700000000000003,0.5,3.0773347516687328e-12
3.08,0.5,3.0873347516687325e-12
3.09,0.5,3.0973347516687323e-12
3.1,0.5,3.107334751668732e-12
3.11,0.5,3.1173347516687318e-12
3.12,0.5,3.1273347516687315e-12
3.13,0.5,3.1373347516687313e-12
3.14,0.5,3.147334751668731e-12
3.15,0.5,3.157334751668731e-12
3.16,0.5,3.1673347516687306e-12
3.17,0.5,3.1773347516687303e-12
3.18,0.5,3.18733475166873e-12
3.19,0.5,3.19733475166873e-12
3.2,0.5,3.20733475166873e-12
3.21,0.5,3.2173347516687298e-12
3.22,0.5,3.2273347516687295e-12
3.23,0.5,3.2373347516687293e-12
3.24,0.5,3.247334751668729e-12
3.25,0.5,3.2573347516687288e-12
3.2600000000000002,0.5,3.2673347516687285e-12
3.27,0.5,3.2773347516687283e-12
3.2800000000000002,0.5,3.287334751668728e-12
3.29,0.5,3.2973347516687278e-12
3.3000000000000003,0.5,3.3073347516687276e-12
3.31,0.5,3.3173347516687273e-12
3.3200000000000003,0.5,3.327334751668727e-12
3.33,0.5,3.3373347516687272e-12
3.34,0.5,3.347334751668727e-12
3.35,0.5,3.3573347516687267e-12
3.36,0.5,3.3673347516687265e-12
3.37,0.5,3.3773347516687262e-12
3.38,0.5,3.387334751668726e-12
3.39,0.5,3.3973347516687258e-12
3.4,0.5,3.4073347516687255e-12
3.41,0.5,3.4173347516687253e-12
3.42,0.5,3.427334751668725e-12
3.43,0.5,3.4373347516687248e-12
3.44,0.5,3.4473347516687245e-12
3.45,0.5,3.4573347516687243e-12
3.46,0.5,3.4673347516687244e-12
3.47,0.5,3.477334751668724e-12
3.48,0.5,3.487334751668724e-12
3.49,0.5,3.4973347516687237e-12
3.5,0.5,3.5073347516687235e-12
3.5100000000000002,0.5,3.5173347516687232e-12
3.52,0.5,3.527334751668723e-12
3.5300000000000002,0.5,3.5373347516687227e-12
3.54,0.5,3.5473347516687225e-12
3.5500000000000003,0.5,3.5573347516687222e-12
3.56,0.5,3.567334751668722e-12
3.5700000000000003,0.5,3.5773347516687218e-12
3.58,0.5,3.587334751668722e-12
3.59,0.5,3.5973347516687217e-12
3.6,0.5,3.6073347516687214e-12
3.61,0.5,3.617334751668721e-12
